jpgs\e12.jpg|12|189|912265825||11|Barry|Johnson|K|0|Production Technician - WC10|2007-08-07|1955-10-25|adventure-works\barry0|barry0@adventure-works.com|206-555-0180|S|Barry Johnson|206-555-0180|0|M|1|13.4500|88|64|1|0|Production|2007-08-07||Current
jpgs\e13.jpg|13|3|998320692||11|Jossef|Goldberg|H|0|Design Engineer|2007-08-24|1958-10-09|adventure-works\jossef0|jossef0@adventure-works.com|122-555-0189|M|Jossef Goldberg|122-555-0189|1|M|2|32.6923|6|23|1|0|Engineering|2007-08-24||Current
jpgs\e14.jpg|14|112|245797967||11|Terri|Duffy|Lee|0|Vice President of Engineering|2007-08-31|1971-03-01|adventure-works\terri0|terri0@adventure-works.com|819-555-0175|S|Terri Duffy|819-555-0175|1|F|2|63.4615|1|20|1|0|Engineering|2007-08-31||Current
jpgs\e15.jpg|15|189|844973625||11|Sidney|Higa|M|0|Production Technician - WC10|2007-09-02|1956-03-30|adventure-works\sidney0|sidney0@adventure-works.com|424-555-0189|M|Sidney Higa|424-555-0189|0|M|1|13.4500|84|62|1|0|Production|2007-09-02||Current
jpgs\e16.jpg|16|23|233069302||11|Taylor|Maxwell|R|0|Production Supervisor - WC50|2007-09-08|1955-10-31|adventure-works\taylor0|taylor0@adventure-works.com|508-555-0165|M|Taylor Maxwell|508-555-0165|0|M|2|25.0000|79|59|1|0|Production|2007-09-08||Current
jpgs\e17.jpg|17|189|132674823||11|Jeffrey|Ford|L|0|Production Technician - WC10|2007-09-20|1956-02-09|adventure-works\jeffrey0|jeffrey0@adventure-works.com|984-555-0185|S|Jeffrey Ford|984-555-0185|0|M|1|13.4500|85|62|1|0|Production|2007-09-20||Current
jpgs\e18.jpg|18|23|446466105||11|Jo|Brown|A|0|Production Supervisor - WC60|2007-09-27|1956-05-08|adventure-works\jo0|jo0@adventure-works.com|632-555-0129|S|Jo Brown|632-555-0129|0|F|2|25.0000|80|60|1|0|Production|2007-09-27||Current
jpgs\e19.jpg|19|189|565090917||11|Doris|Hartwig|M|0|Production Technician - WC10|2007-10-09|1955-11-03|adventure-works\doris0|doris0@adventure-works.com|328-555-0150|M|Doris Hartwig|328-555-0150|0|F|1|13.4500|86|63|1|0|Production|2007-10-09||Current
jpgs\e20.jpg|20|23|494170342||11|John|Campbell|T|0|Production Supervisor - WC60|2007-10-16|1956-03-07|adventure-works\john0|john0@adventure-works.com|435-555-0113|M|John Campbell|435-555-0113|0|M|2|25.0000|81|60|1|0|Production|2007-10-16||Current
jpgs\e21.jpg|21|189|9659517||11|Diane|Glimp|R|0|Production Technician - WC10|2007-10-27|1955-10-28|adventure-works\diane0|diane0@adventure-works.com|202-555-0151|M|Diane Glimp|202-555-0151|0|F|1|13.4500|87|63|1|0|Production|2007-10-27||Current
jpgs\e22.jpg|22|177|443968955||11|Steven|Selikoff|T|0|Production Technician - WC30|2008-07-01|1976-12-12|adventure-works\steven0|steven0@adventure-works.com|925-555-0114|M|Steven Selikoff|925-555-0114|0|M|1|9.5000|41|40|1|0|Production|2008-07-01||Current
jpgs\e23.jpg|23|112|277173473||11|Peter|Krebs|J|0|Production Control Manager|2008-07-01|1982-06-03|adventure-works\peter0|peter0@adventure-works.com|913-555-0196|M|Peter Krebs|913-555-0196|1|M|2|24.5192|43|41|1|0|Production Control|2008-07-01||Current
jpgs\e24.jpg|24|201|835460180||11|Stuart|Munson|V|0|Production Technician - WC45|2008-07-02|1962-04-13|adventure-works\stuart0|stuart0@adventure-works.com|413-555-0136|S|Stuart Munson|413-555-0136|0|M|1|10.0000|84|62|1|0|Production|2008-07-02||Current
jpgs\e25.jpg|25|201|687685941||11|Greg|Alderson|F|0|Production Technician - WC45|2008-07-02|1975-11-15|adventure-works\greg0|greg0@adventure-works.com|332-555-0150|S|Greg Alderson|332-555-0150|0|M|1|10.0000|85|62|1|0|Production|2008-07-02||Current
jpgs\e26.jpg|26|188|498138869||11|David|Johnson|N|0|Production Technician - WC30|2008-07-02|1979-06-02|adventure-works\david1|david1@adventure-works.com|166-555-0162|S|David Johnson|166-555-0162|0|M|1|9.5000|25|32|1|0|Production|2008-07-02||Current
jpgs\e27.jpg|27|23|360868122||11|Zheng|Mu|W|0|Production Supervisor - WC10|2008-07-03|1983-05-26|adventure-works\zheng0|zheng0@adventure-works.com|113-555-0173|S|Zheng Mu|113-555-0173|0|M|2|25.0000|66|53|1|0|Production|2008-07-03||Current
jpgs\e28.jpg|28|111|964089218||11|Ivo|Salmre|William|0|Production Technician - WC20|2008-07-04|1981-08-03|adventure-works\ivo0|ivo0@adventure-works.com|115-555-0179|M|Ivo Salmre|115-555-0179|0|M|1|14.0000|9|24|1|0|Production|2008-07-04||Current
jpgs\e29.jpg|29|89|384162788||11|Paul|Komosinski|B|0|Production Technician - WC40|2008-07-04|1980-06-13|adventure-works\paul0|paul0@adventure-works.com|147-555-0160|S|Paul Komosinski|147-555-0160|0|M|1|15.0000|68|54|1|0|Production|2008-07-04||Current
jpgs\e30.jpg|30|154|749389530||11|Ashvini|Sharma|R|0|Network Administrator|2008-07-04|1976-10-25|adventure-works\ashvini0|ashvini0@adventure-works.com|656-555-0119|S|Ashvini Sharma|656-555-0119|0|M|2|32.4519|70|55|1|0|Information Services|2008-07-04||Current
jpgs\e31.jpg|31|16|571658797||11|Kendall|Keil|C|0|Production Technician - WC50|2008-07-05|1985-12-28|adventure-works\kendall0|kendall0@adventure-works.com|138-555-0128|M|Kendall Keil|138-555-0128|0|M|1|11.0000|11|25|1|0|Production|2008-07-05||Current
jpgs\e32.jpg|32|143|535145551||11|Paula|Barreto de Mattos|M|0|Human Resources Manager|2008-07-06|1975-09-11|adventure-works\paula0|paula0@adventure-works.com|523-555-0175|M|Paula Barreto de Mattos|523-555-0175|1|F|2|27.1394|54|47|1|0|Human Resources|2008-07-06||Current
jpgs\e33.jpg|33|214|761597760||11|Alejandro|McGuel|E|0|Production Technician - WC40|2008-07-06|1988-07-05|adventure-works\alejandro0|alejandro0@adventure-works.com|668-555-0130|S|Alejandro McGuel|668-555-0130|0|M|1|15.0000|52|46|1|0|Production|2008-07-06||Current
jpgs\e34.jpg|34|188|271438431||11|Garrett|Young|R|0|Production Technician - WC30|2008-07-07|1984-03-25|adventure-works\garrett0|garrett0@adventure-works.com|609-555-0179|S|Garrett Young|609-555-0179|0|M|1|9.5000|34|37|1|0|Production|2008-07-07||Current
jpgs\e35.jpg|35|138|160739235||11|Jian Shuo|Wang||0|Production Technician - WC30|2008-07-07|1983-02-24|adventure-works\jianshuo0|jianshuo0@adventure-works.com|952-555-0178|S|Jian Shuo Wang|952-555-0178|0|M|1|9.5000|36|38|1|0|Production|2008-07-07||Current
jpgs\e36.jpg|36|87|586486572||11|Susan|Eaton|W|0|Stocker|2008-07-07|1977-09-17|adventure-works\susan0|susan0@adventure-works.com|943-555-0196|S|Susan Eaton|943-555-0196|0|F|1|9.0000|97|68|1|0|Shipping and Receiving|2008-07-07||Current
jpgs\e37.jpg|37|87|337752649||11|Vamsi|Kuppa|N|0|Shipping and Receiving Clerk|2008-07-07|1976-10-16|adventure-works\vamsi0|vamsi0@adventure-works.com|937-555-0137|M|Vamsi Kuppa|937-555-0137|0|M|2|9.5000|95|67|1|0|Shipping and Receiving|2008-07-07||Current
jpgs\e38.jpg|38|40|113695504||11|Alice|Ciccu|O|0|Production Technician - WC50|2008-07-07|1977-08-26|adventure-works\alice0|alice0@adventure-works.com|333-555-0173|M|Alice Ciccu|333-555-0173|0|F|1|11.0000|95|67|1|0|Production|2008-07-07||Current
jpgs\e39.jpg|39|9|276751903||11|Simon|Rapier|D|0|Production Technician - WC60|2008-07-08|1989-12-15|adventure-works\simon0|simon0@adventure-works.com|963-555-0134|S|Simon Rapier|963-555-0134|0|M|1|12.4500|38|39|1|0|Production|2008-07-08||Current
jpgs\e40.jpg|40|23|630184120||11|Jinghao|Liu|K|0|Production Supervisor - WC50|2008-07-08|1988-09-05|adventure-works\jinghao0|jinghao0@adventure-works.com|794-555-0159|S|Jinghao Liu|794-555-0159|0|M|2|25.0000|77|58|1|0|Production|2008-07-08||Current
jpgs\e41.jpg|41|186|545337468||11|Michael|Hines|T|0|Production Technician - WC20|2008-07-09|1989-12-15|adventure-works\michael0|michael0@adventure-works.com|218-555-0126|S|Michael Hines|218-555-0126|0|M|1|14.0000|20|30|1|0|Production|2008-07-09||Current
jpgs\e42.jpg|42|163|713403643||11|Yvonne|McKay|S|0|Production Technician - WC45|2008-07-09|1988-11-13|adventure-works\yvonne0|yvonne0@adventure-works.com|286-555-0189|M|Yvonne McKay|286-555-0189|0|F|1|10.0000|79|59|1|0|Production|2008-07-09||Current
jpgs\e43.jpg|43|204|885055826||11|Peng|Wu|J|0|Quality Assurance Supervisor|2008-07-09|1975-10-17|adventure-works\peng0|peng0@adventure-works.com|164-555-0164|M|Peng Wu|164-555-0164|1|M|2|21.6346|81|60|1|0|Quality Assurance|2008-07-09||Current
jpgs\e44.jpg|44|112|441044382||11|Jean|Trenary|E|0|Information Services Manager|2008-07-11|1975-07-13|adventure-works\jean0|jean0@adventure-works.com|685-555-0120|S|Jean Trenary|685-555-0120|1|F|2|50.4808|65|52|1|0|Information Services|2008-07-11||Current
jpgs\e45.jpg|45|76|718299860||11|Russell|Hunter||0|Production Technician - WC50|2008-07-12|1972-06-25|adventure-works\russell0|russell0@adventure-works.com|786-555-0144|M|Russell Hunter|786-555-0144|0|M|1|11.0000|6|23|1|0|Production|2008-07-12||Current
jpgs\e46.jpg|46|23|685233686||11|A. Scott|Wright||0|Master Scheduler|2008-07-12|1968-04-17|adventure-works\ascott0|ascott0@adventure-works.com|992-555-0194|S|A. Scott Wright|992-555-0194|0|M|2|23.5577|44|42|1|0|Production Control|2008-07-12||Current
jpgs\e47.jpg|47|214|295971920||11|Fred|Northup|T|0|Production Technician - WC40|2008-07-12|1989-01-23|adventure-works\fred0|fred0@adventure-works.com|818-555-0192|S|Fred Northup|818-555-0192|0|M|1|15.0000|47|43|1|0|Production|2008-07-12||Current
jpgs\e48.jpg|48|7|95958330||11|Sariya|Harnpadoungsataya|E|0|Marketing Specialist|2008-07-12|1986-12-19|adventure-works\sariya0|sariya0@adventure-works.com|399-555-0176|S|Sariya Harnpadoungsataya|399-555-0176|0|M|2|14.4231|45|42|1|0|Marketing|2008-07-12||Current
jpgs\e49.jpg|49|32|332040978||11|Willis|Johnson|T|0|Recruiter|2008-07-13|1978-02-15|adventure-works\willis0|willis0@adventure-works.com|778-555-0141|S|Willis Johnson|778-555-0141|0|M|2|18.2692|49|44|1|0|Human Resources|2008-07-13||Current
jpgs\e50.jpg|50|40|857651804||11|Jun|Cao|T|0|Production Technician - WC50|2008-07-14|1979-02-03|adventure-works\jun0|jun0@adventure-works.com|299-555-0113|S|Jun Cao|299-555-0113|0|M|1|11.0000|90|65|1|0|Production|2008-07-14||Current
jpgs\e51.jpg|51|222|553069203||11|Christian|Kleinerman|E|0|Maintenance Supervisor|2008-07-14|1975-08-18|adventure-works\christian0|christian0@adventure-works.com|846-555-0157|M|Christian Kleinerman|846-555-0157|1|M|2|20.4327|92|66|1|0|Facilities and Maintenance|2008-07-14||Current
jpgs\e52.jpg|52|188|351069889||11|Susan|Metters|A|0|Production Technician - WC30|2008-07-14|1982-10-31|adventure-works\susan1|susan1@adventure-works.com|639-555-0164|S|Susan Metters|639-555-0164|0|F|1|9.5000|31|35|1|0|Production|2008-07-14||Current
jpgs\e53.jpg|53|23|370989364||11|Reuben|D'sa|H|0|Production Supervisor - WC40|2008-07-15|1987-03-27|adventure-works\reuben0|reuben0@adventure-works.com|191-555-0112|M|Reuben D'sa|191-555-0112|0|M|2|25.0000|72|56|1|0|Production|2008-07-15||Current
jpgs\e54.jpg|54|126|275962311||11|Kirk|Koenigsbauer|J|0|Production Technician - WC45|2008-07-15|1984-09-06|adventure-works\kirk0|kirk0@adventure-works.com|669-555-0150|S|Kirk Koenigsbauer|669-555-0150|0|M|1|10.0000|74|57|1|0|Production|2008-07-15||Current
jpgs\e55.jpg|55|20|36151748||11|David|Ortiz|J|0|Production Technician - WC60|2008-07-15|1984-07-29|adventure-works\david2|david2@adventure-works.com|712-555-0119|M|David Ortiz|712-555-0119|0|M|1|12.4500|33|36|1|0|Production|2008-07-15||Current
jpgs\e56.jpg|56|92|540688287||11|Tengiz|Kharatishvili|N|0|Control Specialist|2008-07-16|1989-11-26|adventure-works\tengiz0|tengiz0@adventure-works.com|910-555-0116|S|Tengiz Kharatishvili|910-555-0116|0|M|2|16.8269|76|58|1|0|Document Control|2008-07-16||Current
jpgs\e57.jpg|57|147|568596888||11|Hanying|Feng|P|0|Production Technician - WC20|2008-07-16|1974-05-16|adventure-works\hanying0|hanying0@adventure-works.com|319-555-0139|S|Hanying Feng|319-555-0139|0|M|1|14.0000|15|27|1|0|Production|2008-07-16||Current
jpgs\e58.jpg|58|214|918737118||11|Kevin|Liu|H|0|Production Technician - WC40|2008-07-17|1985-07-25|adventure-works\kevin1|kevin1@adventure-works.com|714-555-0138|S|Kevin Liu|714-555-0138|0|M|1|15.0000|58|49|1|0|Production|2008-07-17||Current
jpgs\e59.jpg|59|18|801758002||11|Annik|Stahl|O|0|Production Technician - WC60|2008-07-17|1976-07-26|adventure-works\annik0|annik0@adventure-works.com|499-555-0125|M|Annik Stahl|499-555-0125|0|M|1|12.4500|17|28|1|0|Production|2008-07-17||Current
jpgs\e60.jpg|60|40|415823523||11|Suroor|Fatima|R|0|Production Technician - WC50|2008-07-17|1977-09-25|adventure-works\suroor0|suroor0@adventure-works.com|932-555-0161|S|Suroor Fatima|932-555-0161|0|M|1|11.0000|93|66|1|0|Production|2008-07-17||Current
jpgs\e61.jpg|61|142|363923697||11|Deborah|Poe|E|0|Accounts Receivable Specialist|2008-07-18|1975-10-05|adventure-works\deborah0|deborah0@adventure-works.com|602-555-0194|M|Deborah Poe|602-555-0194|0|F|2|19.0000|60|50|1|0|Finance|2008-07-18||Current
jpgs\e62.jpg|62|76|674171828||11|Jim|Scardelis|H|0|Production Technician - WC50|2008-07-19|1986-04-08|adventure-works\jim0|jim0@adventure-works.com|679-555-0113|M|Jim Scardelis|679-555-0113|0|M|1|11.0000|1|20|1|0|Production|2008-07-19||Current
jpgs\e63.jpg|63|177|138280935||11|Carole|Poland|M|0|Production Technician - WC30|2008-07-19|1983-05-19|adventure-works\carole0|carole0@adventure-works.com|688-555-0192|M|Carole Poland|688-555-0192|0|F|1|9.5000|42|41|1|0|Production|2008-07-19||Current
jpgs\e64.jpg|64|188|476115505||11|George|Li|Z|0|Production Technician - WC30|2008-07-21|1976-11-14|adventure-works\george0|george0@adventure-works.com|518-555-0199|M|George Li|518-555-0199|0|M|1|9.5000|26|33|1|0|Production|2008-07-21||Current
jpgs\e65.jpg|65|89|502058701||11|Gary|Yukish|W|0|Production Technician - WC40|2008-07-22|1987-12-15|adventure-works\gary0|gary0@adventure-works.com|901-555-0125|S|Gary Yukish|901-555-0125|0|M|1|15.0000|69|54|1|0|Production|2008-07-22||Current
jpgs\e66.jpg|66|23|7201901||11|Cristian|Petculescu|K|0|Production Supervisor - WC10|2008-07-22|1983-11-10|adventure-works\cristian0|cristian0@adventure-works.com|434-555-0133|M|Cristian Petculescu|434-555-0133|0|M|2|25.0000|67|53|1|0|Production|2008-07-22||Current
jpgs\e67.jpg|67|147|97728960||11|Raymond|Sam|K|0|Production Technician - WC20|2008-07-23|1966-09-30|adventure-works\raymond0|raymond0@adventure-works.com|226-555-0197|M|Raymond Sam|226-555-0197|0|M|1|14.0000|10|25|1|0|Production|2008-07-23||Current
jpgs\e68.jpg|68|44|525932996||11|Janaina|Bueno|Barreiro Gambaro|0|Application Specialist|2008-07-23|1984-08-30|adventure-works\janaina0|janaina0@adventure-works.com|623-555-0155|M|Janaina Bueno|623-555-0155|1|F|2|27.4038|71|55|1|0|Information Services|2008-07-23||Current
jpgs\e69.jpg|69|16|843479922||11|Bob|Hohman|N|0|Production Technician - WC50|2008-07-24|1979-03-16|adventure-works\bob0|bob0@adventure-works.com|611-555-0116|S|Bob Hohman|611-555-0116|0|M|1|11.0000|12|26|1|0|Production|2008-07-24||Current
jpgs\e70.jpg|70|214|370487086||11|Shammi|Mohamed|G|0|Production Technician - WC40|2008-07-24|1980-05-04|adventure-works\shammi0|shammi0@adventure-works.com|793-555-0179|M|Shammi Mohamed|793-555-0179|0|M|1|15.0000|53|46|1|0|Production|2008-07-24||Current
jpgs\e71.jpg|71|40|54759846||11|Linda|Moschell|K|0|Production Technician - WC50|2008-07-25|1987-02-14|adventure-works\linda0|linda0@adventure-works.com|612-555-0171|M|Linda Moschell|612-555-0171|0|F|1|11.0000|96|68|1|0|Production|2008-07-25||Current
jpgs\e72.jpg|72|32|619308550||11|Mindy|Martin|C|0|Benefits Specialist|2008-07-25|1984-06-20|adventure-works\mindy0|mindy0@adventure-works.com|522-555-0147|M|Mindy Martin|522-555-0147|0|F|2|16.5865|51|45|1|0|Human Resources|2008-07-25||Current
jpgs\e73.jpg|73|143|121491555||11|Wendy|Kahn|Beth|0|Finance Manager|2008-07-25|1984-05-11|adventure-works\wendy0|wendy0@adventure-works.com|248-555-0134|S|Wendy Kahn|248-555-0134|1|F|2|43.2692|55|47|1|0|Finance|2008-07-25||Current
jpgs\e74.jpg|74|87|420776180||11|Kim|Ralls|T|0|Stocker|2008-07-26|1983-11-29|adventure-works\kim0|kim0@adventure-works.com|309-555-0129|S|Kim Ralls|309-555-0129|0|F|1|9.0000|98|69|1|0|Shipping and Receiving|2008-07-26||Current
jpgs\e75.jpg|75|138|604664374||11|Sandra|Reátegui Alayo||0|Production Technician - WC30|2008-07-26|1975-06-05|adventure-works\sandra0|sandra0@adventure-works.com|896-555-0168|M|Sandra Reátegui Alayo|896-555-0168|0|F|1|9.5000|37|38|1|0|Production|2008-07-26||Current
jpgs\e76.jpg|76|23|778552911||11|Kok-Ho|Loh|T|0|Production Supervisor - WC50|2008-07-27|1979-11-27|adventure-works\kok-ho0|kok-ho0@adventure-works.com|999-555-0155|S|Kok-Ho Loh|999-555-0155|0|M|2|25.0000|78|59|1|0|Production|2008-07-27||Current
jpgs\e77.jpg|77|163|435234965||11|Douglas|Hite|B|0|Production Technician - WC45|2008-07-27|1985-06-24|adventure-works\douglas0|douglas0@adventure-works.com|808-555-0172|M|Douglas Hite|808-555-0172|0|M|1|10.0000|80|60|1|0|Production|2008-07-27||Current
jpgs\e78.jpg|78|9|339712426||11|James|Kramer|D|0|Production Technician - WC60|2008-07-27|1984-02-23|adventure-works\james0|james0@adventure-works.com|119-555-0117|M|James Kramer|119-555-0117|0|M|1|12.4500|39|39|1|0|Production|2008-07-27||Current
jpgs\e79.jpg|79|43|403414852||11|Sean|Alexander|P|0|Quality Assurance Technician|2008-07-28|1975-10-05|adventure-works\sean0|sean0@adventure-works.com|420-555-0173|S|Sean Alexander|420-555-0173|0|M|2|10.5769|82|61|1|0|Quality Assurance|2008-07-28||Current
jpgs\e80.jpg|80|186|368920189||11|Nitin|Mirchandani|S|0|Production Technician - WC20|2008-07-28|1986-07-01|adventure-works\nitin0|nitin0@adventure-works.com|143-555-0173|S|Nitin Mirchandani|143-555-0173|0|M|1|14.0000|21|30|1|0|Production|2008-07-28||Current
jpgs\e81.jpg|81|162|811994146||11|Diane|Margheim|L|0|Research and Development Engineer|2008-07-29|1986-01-03|adventure-works\diane1|diane1@adventure-works.com|815-555-0138|S|Diane Margheim|815-555-0138|1|F|2|40.8654|62|51|1|0|Research and Development|2008-07-29||Current
jpgs\e82.jpg|82|18|330211482||11|Rebecca|Laszlo|A|0|Production Technician - WC60|2008-07-29|1988-02-04|adventure-works\rebecca0|rebecca0@adventure-works.com|314-555-0113|M|Rebecca Laszlo|314-555-0113|0|F|1|12.4500|23|31|1|0|Production|2008-07-29||Current
jpgs\e83.jpg|83|214|632092621||11|Rajesh|Patel|M|0|Production Technician - WC40|2008-07-31|1977-05-04|adventure-works\rajesh0|rajesh0@adventure-works.com|373-555-0137|M|Rajesh Patel|373-555-0137|0|M|1|15.0000|48|44|1|0|Production|2008-07-31||Current
jpgs\e84.jpg|84|32|264306399||11|Vidur|Luthra|X|0|Recruiter|2008-08-01|1984-03-01|adventure-works\vidur0|vidur0@adventure-works.com|153-555-0186|S|Vidur Luthra|153-555-0186|0|M|2|18.2692|50|45|1|0|Human Resources|2008-08-01||Current
jpgs\e85.jpg|85|40|981597097||11|John|Evans|P|0|Production Technician - WC50|2008-08-01|1977-12-29|adventure-works\john1|john1@adventure-works.com|172-555-0130|S|John Evans|172-555-0130|0|M|1|11.0000|91|65|1|0|Production|2008-08-01||Current
jpgs\e86.jpg|86|9|693325305||11|Nancy|Anderson|A|0|Production Technician - WC60|2008-08-02|1988-06-19|adventure-works\nancy0|nancy0@adventure-works.com|970-555-0118|M|Nancy Anderson|970-555-0118|0|F|1|12.4500|34|37|1|0|Production|2008-08-02||Current
jpgs\e87.jpg|87|23|521265716||11|Pilar|Ackerman|G|0|Shipping and Receiving Supervisor|2008-08-02|1972-04-09|adventure-works\pilar0|pilar0@adventure-works.com|577-555-0185|S|Pilar Ackerman|577-555-0185|1|M|2|19.2308|93|66|1|0|Shipping and Receiving|2008-08-02||Current
jpgs\e88.jpg|88|188|746373306||11|David|Yalovsky|A|0|Production Technician - WC30|2008-08-02|1981-03-03|adventure-works\david3|david3@adventure-works.com|373-555-0142|S|David Yalovsky|373-555-0142|0|M|1|9.5000|32|36|1|0|Production|2008-08-02||Current
jpgs\e89.jpg|89|23|750905084||11|David|Hamilton|P|0|Production Supervisor - WC40|2008-08-03|1983-01-30|adventure-works\david4|david4@adventure-works.com|986-555-0177|S|David Hamilton|986-555-0177|0|M|2|25.0000|73|56|1|0|Production|2008-08-03||Current
jpgs\e90.jpg|90|126|514829225||11|Laura|Steele|C|0|Production Technician - WC45|2008-08-03|1980-07-25|adventure-works\laura0|laura0@adventure-works.com|777-555-0141|S|Laura Steele|777-555-0141|0|F|1|10.0000|75|57|1|0|Production|2008-08-03||Current
jpgs\e91.jpg|91|18|750246141||11|Margie|Shoop|W|0|Production Technician - WC60|2008-08-04|1985-12-18|adventure-works\margie0|margie0@adventure-works.com|818-555-0128|M|Margie Shoop|818-555-0128|0|F|1|12.4500|18|29|1|0|Production|2008-08-04||Current
jpgs\e92.jpg|92|204|345106466||11|Zainal|Arifin|T|0|Document Control Manager|2008-08-04|1975-08-30|adventure-works\zainal0|zainal0@adventure-works.com|204-555-0115|M|Zainal Arifin|204-555-0115|0|M|2|17.7885|77|58|1|0|Document Control|2008-08-04||Current
jpgs\e93.jpg|93|214|19312190||11|Lorraine|Nay|O|0|Production Technician - WC40|2008-08-04|1988-06-26|adventure-works\lorraine0|lorraine0@adventure-works.com|845-555-0184|M|Lorraine Nay|845-555-0184|0|F|1|15.0000|49|44|1|0|Production|2008-08-04||Current
jpgs\e94.jpg|94|147|212801092||11|Fadi|Fakhouri|K|0|Production Technician - WC20|2008-08-04|1988-09-15|adventure-works\fadi0|fadi0@adventure-works.com|935-555-0116|S|Fadi Fakhouri|935-555-0116|0|M|1|14.0000|16|28|1|0|Production|2008-08-04||Current
jpgs\e95.jpg|95|53|769680433||11|Ryan|Cornelsen|L|0|Production Technician - WC40|2008-08-05|1972-01-12|adventure-works\ryan0|ryan0@adventure-works.com|208-555-0114|M|Ryan Cornelsen|208-555-0114|0|M|1|15.0000|59|49|1|0|Production|2008-08-05||Current
jpgs\e96.jpg|96|142|60517918||11|Candy|Spoon|L|0|Accounts Receivable Specialist|2008-08-06|1975-09-23|adventure-works\candy0|candy0@adventure-works.com|920-555-0177|S|Candy Spoon|920-555-0177|0|F|2|19.0000|61|50|1|0|Finance|2008-08-06||Current
jpgs\e97.jpg|97|76|431859843||11|Nuan|Yu||0|Production Technician - WC50|2008-08-06|1978-10-27|adventure-works\nuan0|nuan0@adventure-works.com|913-555-0184|S|Nuan Yu|913-555-0184|0|M|1|11.0000|2|21|1|0|Production|2008-08-06||Current
jpgs\e98.jpg|98|46|621209647||11|William|Vong|S|0|Scheduling Assistant|2008-08-07|1981-06-06|adventure-works\william0|william0@adventure-works.com|148-555-0145|M|William Vong|148-555-0145|0|M|2|16.0000|45|42|1|0|Production Control|2008-08-07|2011-03-31|
jpgs\e99.jpg|99|46|621209647||11|William|Vong|S|0|Scheduling Assistant|2008-08-07|1981-06-06|adventure-works\william0|william0@adventure-works.com|148-555-0145|M|William Vong|148-555-0145|0|M|2|16.0000|45|42|1|0|Production Control|2011-04-01||Current
